t_s,v_kmh,P_wheel_kW,P_bus_kW,P_batt_kW,E_batt_kWh,P_regen_capt_kW
2419.8000,37.9119,28.7709,35.2371,-25.8999,-0.2065,0.0000
2419.9000,38.0085,28.0575,34.4129,-25.0502,-0.2072,0.0000
2420.0000,38.1001,27.0134,33.2067,-23.8067,-0.2078,0.0000
2420.1000,38.1855,25.8369,31.8476,-22.4056,-0.2085,0.0000
2420.2000,38.2647,24.8902,30.7539,-21.2781,-0.2091,0.0000
2420.3000,38.3401,24.1057,29.8477,-20.3438,-0.2097,0.0000
2420.4000,38.4111,23.3848,29.0149,-19.4852,-0.2102,0.0000
2420.5000,38.4788,22.8205,28.3629,-18.8131,-0.2108,0.0000
2420.6000,38.5437,22.3916,27.8675,-18.3024,-0.2113,0.0000
2420.7000,38.6068,21.9501,27.3574,-17.7765,-0.2118,0.0000
2420.8000,38.6669,21.4539,26.7842,-17.1856,-0.2123,0.0000
2420.9000,38.7247,21.2994,26.6057,-17.0015,-0.2127,0.0000
2421.0000,38.7829,21.5281,26.8699,-17.2739,-0.2132,0.0000
2421.1000,38.8425,21.6661,27.0293,-17.4382,-0.2137,0.0000
2421.2000,38.9016,21.4991,26.8364,-17.2394,-0.2142,0.0000
2421.3000,38.9592,21.0765,26.3482,-16.7361,-0.2146,0.0000
2421.4000,39.0138,20.1367,25.2626,-15.6169,-0.2151,0.0000
2421.5000,39.0619,18.8622,23.7902,-14.0990,-0.2155,0.0000
2421.6000,39.1039,17.8806,22.6562,-12.9299,-0.2159,0.0000
2421.7000,39.1423,17.3188,22.0072,-12.2608,-0.2162,0.0000
2421.8000,39.1786,16.9919,21.6296,-11.8716,-0.2166,0.0000
2421.9000,39.2136,16.9078,21.5325,-11.7714,-0.2169,0.0000
2422.0000,39.2489,16.8787,21.4988,-11.7367,-0.2172,0.0000
2422.1000,39.2835,16.5834,21.1577,-11.3850,-0.2175,0.0000
2422.2000,39.3158,16.2335,20.7534,-10.9683,-0.2179,0.0000
2422.3000,39.3468,16.1385,20.6437,-10.8552,-0.2182,0.0000
2422.4000,39.3779,16.0988,20.5978,-10.8079,-0.2185,0.0000
2422.5000,39.4084,16.0078,20.4927,-10.6995,-0.2188,0.0000
2422.6000,39.4385,15.9428,20.4176,-10.6221,-0.2191,0.0000
2422.7000,39.4682,15.7936,20.2452,-10.4444,-0.2193,0.0000
2422.8000,39.4968,15.6207,20.0456,-10.2385,-0.2196,0.0000
2422.9000,39.5246,15.5314,19.9423,-10.1321,-0.2199,0.0000
2423.0000,39.5522,15.4110,19.8033,-9.9888,-0.2202,0.0000
2423.1000,39.5787,15.3736,19.7600,-9.9442,-0.2205,0.0000
2423.2000,39.6058,15.5745,19.9921,-10.1834,-0.2207,0.0000
2423.3000,39.6341,15.8087,20.2627,-10.4624,-0.2210,0.0000
2423.4000,39.6632,16.0720,20.5668,-10.7759,-0.2213,0.0000
2423.5000,39.6939,16.4811,21.0395,-11.2632,-0.2216,0.0000
2423.6000,39.7267,16.7405,21.3391,-11.5721,-0.2220,0.0000
2423.7000,39.7597,16.7220,21.3177,-11.5501,-0.2223,0.0000
2423.8000,39.7922,16.5051,21.0672,-11.2917,-0.2226,0.0000
2423.9000,39.8229,16.0796,20.5756,-10.7850,-0.2229,0.0000
2424.0000,39.8512,15.7687,20.2164,-10.4147,-0.2232,0.0000
2424.1000,39.8788,15.5622,19.9779,-10.1688,-0.2235,0.0000
2424.2000,39.9050,15.0574,19.3948,-9.5676,-0.2238,0.0000
2424.3000,39.9277,14.2268,18.4353,-8.5784,-0.2240,0.0000
2424.4000,39.9459,13.2311,17.2850,-7.3926,-0.2242,0.0000
2424.5000,39.9591,12.0529,15.9238,-5.9893,-0.2244,0.0000
2424.6000,39.9661,10.9983,14.7056,-4.7334,-0.2246,0.0000
2424.7000,39.9693,10.2976,13.8961,-3.8988,-0.2247,0.0000
2424.8000,39.9697,9.9829,13.5325,-3.5240,-0.2248,0.0000
2424.9000,39.9699,9.9857,13.5358,-3.5274,-0.2249,0.0000
2425.0000,39.9703,10.1137,13.6837,-3.6799,-0.2250,0.0000
2425.1000,39.9718,10.4545,14.0773,-4.0857,-0.2251,0.0000
2425.2000,39.9754,11.1074,14.8316,-4.8633,-0.2252,0.0000
2425.3000,39.9830,11.7787,15.6071,-5.6628,-0.2254,0.0000
2425.4000,39.9929,12.2966,16.2054,-6.2796,-0.2255,0.0000
2425.5000,40.0053,12.7912,16.7768,-6.8687,-0.2257,0.0000
2425.6000,40.0199,13.1577,17.2001,-7.3051,-0.2259,0.0000
2425.7000,40.0357,13.1944,17.2425,-7.3488,-0.2261,0.0000
2425.8000,40.0505,12.9178,16.9230,-7.0194,-0.2263,0.0000
2425.9000,40.0637,12.5215,16.4652,-6.5474,-0.2265,0.0000
2426.0000,40.0747,12.1495,16.0354,-6.1044,-0.2267,0.0000
2426.1000,40.0843,11.7911,15.6214,-5.6776,-0.2268,0.0000
2426.2000,40.0919,11.4952,15.2796,-5.3252,-0.2270,0.0000
2426.3000,40.0986,11.2877,15.0399,-5.0780,-0.2271,0.0000
2426.4000,40.1042,10.9753,14.6790,-4.7060,-0.2273,0.0000
2426.5000,40.1080,10.5232,14.1567,-4.1675,-0.2274,0.0000
2426.6000,40.1094,9.8881,13.4231,-3.4112,-0.2275,0.0000
2426.7000,40.1072,9.2588,12.6961,-2.6617,-0.2276,0.0000
2426.8000,40.1026,8.8229,12.1924,-2.1425,-0.2277,0.0000
2426.9000,40.0964,8.6217,11.9600,-1.9029,-0.2277,0.0000
2427.0000,40.0899,8.6254,11.9643,-1.9073,-0.2278,0.0000
2427.1000,40.0837,8.8317,12.2027,-2.1531,-0.2278,0.0000
2427.2000,40.0792,9.0943,12.5060,-2.4658,-0.2279,0.0000
2427.3000,40.0755,9.5504,13.0329,-3.0090,-0.2280,0.0000
2427.4000,40.0753,10.2653,13.8588,-3.8604,-0.2281,0.0000
2427.5000,40.0783,10.8906,14.5811,-4.6051,-0.2282,0.0000
2427.6000,40.0841,11.3665,15.1309,-5.1719,-0.2283,0.0000
2427.7000,40.0915,11.8367,15.6741,-5.7318,-0.2285,0.0000
2427.8000,40.1016,12.2971,16.2060,-6.2802,-0.2286,0.0000
2427.9000,40.1134,12.7713,16.7539,-6.8450,-0.2288,0.0000
2428.0000,40.1279,13.3403,17.4111,-7.5226,-0.2290,0.0000
2428.1000,40.1450,14.0002,18.1735,-8.3085,-0.2292,0.0000
2428.2000,40.1656,14.5547,18.8140,-8.9689,-0.2295,0.0000
2428.3000,40.1878,14.7150,18.9992,-9.1598,-0.2297,0.0000
2428.4000,40.2098,14.6514,18.9257,-9.0840,-0.2300,0.0000
2428.5000,40.2313,14.2827,18.4998,-8.6450,-0.2302,0.0000
2428.6000,40.2498,13.4165,17.4992,-7.6134,-0.2304,0.0000
2428.7000,40.2630,12.5037,16.4447,-6.5263,-0.2306,0.0000
2428.8000,40.2728,11.8648,15.7066,-5.7653,-0.2308,0.0000
2428.9000,40.2800,11.2176,14.9589,-4.9945,-0.2310,0.0000
2429.0000,40.2838,10.7077,14.3699,-4.3873,-0.2311,0.0000
2429.1000,40.2862,10.7394,14.4065,-4.4250,-0.2312,0.0000
2429.2000,40.2902,11.0603,14.7772,-4.8072,-0.2313,0.0000
2429.3000,40.2956,11.2862,15.0381,-5.0762,-0.2315,0.0000
2429.4000,40.3017,11.3234,15.0811,-5.1205,-0.2316,0.0000
2429.5000,40.3075,11.2697,15.0191,-5.0566,-0.2318,0.0000
2429.6000,40.3131,10.9841,14.6891,-4.7164,-0.2319,0.0000
2429.7000,40.3161,10.3761,13.9868,-3.9923,-0.2320,0.0000
2429.8000,40.3160,9.6891,13.1931,-3.1742,-0.2321,0.0000
2429.9000,40.3126,9.2733,12.7128,-2.6790,-0.2322,0.0000
2430.0000,40.3086,9.0720,12.4803,-2.4392,-0.2323,0.0000
2430.1000,40.3033,8.9080,12.2908,-2.2439,-0.2323,0.0000
2430.2000,40.2978,9.0287,12.4303,-2.3877,-0.2324,0.0000
2430.3000,40.2936,9.1579,12.5795,-2.5415,-0.2325,0.0000
2430.4000,40.2894,8.9483,12.3374,-2.2920,-0.2325,0.0000
2430.5000,40.2833,8.4760,11.7917,-1.7294,-0.2326,0.0000
2430.6000,40.2746,8.1016,11.3592,-1.2835,-0.2326,0.0000
2430.7000,40.2650,7.8116,11.0242,-0.9382,-0.2327,0.0000
2430.8000,40.2537,7.6554,10.8438,-0.7522,-0.2327,0.0000
2430.9000,40.2427,7.7973,11.0077,-0.9212,-0.2327,0.0000
2431.0000,40.2327,8.2458,11.5257,-1.4552,-0.2327,0.0000
2431.1000,40.2259,8.8139,12.1821,-2.1319,-0.2328,0.0000
2431.2000,40.2213,9.2238,12.6556,-2.6200,-0.2329,0.0000
2431.3000,40.2184,9.6916,13.1960,-3.1771,-0.2329,0.0000
2431.4000,40.2182,10.2691,13.8631,-3.8649,-0.2330,0.0000
2431.5000,40.2207,10.9672,14.6696,-4.6963,-0.2332,0.0000
2431.6000,40.2270,11.5877,15.3864,-5.4353,-0.2333,0.0000
2431.7000,40.2354,11.9648,15.8221,-5.8844,-0.2335,0.0000
2431.8000,40.2452,12.2603,16.1635,-6.2364,-0.2336,0.0000
2431.9000,40.2562,12.5687,16.5197,-6.6036,-0.2338,0.0000
2432.0000,40.2689,12.6554,16.6200,-6.7070,-0.2340,0.0000
2432.1000,40.2807,12.7314,16.7077,-6.7975,-0.2342,0.0000
2432.2000,40.2940,13.1812,17.2274,-7.3332,-0.2344,0.0000
2432.3000,40.3100,13.8384,17.9866,-8.1159,-0.2346,0.0000
2432.4000,40.3294,14.4519,18.6953,-8.8465,-0.2348,0.0000
2432.5000,40.3510,15.1032,19.4477,-9.6221,-0.2351,0.0000
2432.6000,40.3764,15.7595,20.2059,-10.4038,-0.2354,0.0000
2432.7000,40.4040,16.1847,20.6971,-10.9102,-0.2356,0.0000
2432.8000,40.4333,16.4362,20.9876,-11.2097,-0.2360,0.0000
2432.9000,40.4631,16.5639,21.1351,-11.3618,-0.2363,0.0000
2433.0000,40.4933,16.5134,21.0767,-11.3016,-0.2366,0.0000
2433.1000,40.5225,16.4966,21.0574,-11.2817,-0.2369,0.0000
2433.2000,40.5524,16.5328,21.0991,-11.3247,-0.2372,0.0000
2433.3000,40.5818,16.4071,20.9540,-11.1750,-0.2375,0.0000
2433.4000,40.6104,16.4470,21.0000,-11.2225,-0.2378,0.0000
2433.5000,40.6400,16.8554,21.4719,-11.7090,-0.2382,0.0000
2433.6000,40.6722,17.2346,21.9099,-12.1606,-0.2385,0.0000
2433.7000,40.7051,17.3919,22.0917,-12.3479,-0.2388,0.0000
2433.8000,40.7386,17.5937,22.3248,-12.5882,-0.2392,0.0000
2433.9000,40.7732,17.6465,22.3857,-12.6511,-0.2395,0.0000
2434.0000,40.8070,17.3424,22.0345,-12.2889,-0.2399,0.0000
2434.1000,40.8386,16.8352,21.4486,-11.6849,-0.2402,0.0000
2434.2000,40.8676,16.2495,20.7719,-10.9873,-0.2405,0.0000
2434.3000,40.8936,15.4681,19.8692,-10.0567,-0.2408,0.0000
2434.4000,40.9152,14.5688,18.8303,-8.9857,-0.2411,0.0000
2434.5000,40.9328,13.5516,17.6553,-7.7743,-0.2413,0.0000
2434.6000,40.9449,12.6147,16.5729,-6.6585,-0.2415,0.0000
2434.7000,40.9538,12.0583,15.9301,-5.9958,-0.2417,0.0000
2434.8000,40.9607,11.8753,15.7187,-5.7778,-0.2418,0.0000
2434.9000,40.9679,12.0776,15.9524,-6.0188,-0.2420,0.0000
2435.0000,40.9767,12.5413,16.4881,-6.5711,-0.2422,0.0000
2435.1000,40.9881,12.9585,16.9701,-7.0679,-0.2424,0.0000
2435.2000,41.0007,13.1854,17.2322,-7.3381,-0.2426,0.0000
2435.3000,41.0142,13.2097,17.2602,-7.3670,-0.2428,0.0000
2435.4000,41.0269,12.9506,16.9609,-7.0585,-0.2430,0.0000
2435.5000,41.0379,12.6915,16.6616,-6.7499,-0.2432,0.0000
2435.6000,41.0482,12.5907,16.5451,-6.6299,-0.2434,0.0000
2435.7000,41.0583,12.6064,16.5633,-6.6486,-0.2435,0.0000
2435.8000,41.0686,12.6241,16.5838,-6.6697,-0.2437,0.0000
2435.9000,41.0788,12.4084,16.3345,-6.4127,-0.2439,0.0000
2436.0000,41.0872,12.0135,15.8783,-5.9424,-0.2441,0.0000
2436.1000,41.0937,11.5533,15.3467,-5.3944,-0.2442,0.0000
2436.2000,41.0978,11.0997,14.8227,-4.8541,-0.2444,0.0000
2436.3000,41.1001,10.7186,14.3825,-4.4003,-0.2445,0.0000
2436.4000,41.1007,10.5437,14.1804,-4.1919,-0.2446,0.0000
2436.5000,41.1014,10.4433,14.0644,-4.0724,-0.2447,0.0000
2436.6000,41.1010,10.2860,13.8827,-3.8851,-0.2449,0.0000
2436.7000,41.1003,10.1009,13.6688,-3.6646,-0.2450,0.0000
2436.8000,41.0983,9.9352,13.4775,-3.4673,-0.2451,0.0000
2436.9000,41.0960,10.1264,13.6983,-3.6950,-0.2452,0.0000
2437.0000,41.0957,10.7346,14.4009,-4.4193,-0.2453,0.0000
2437.1000,41.0991,11.4479,15.2249,-5.2688,-0.2454,0.0000
2437.2000,41.1054,12.1347,16.0184,-6.0868,-0.2456,0.0000
2437.3000,41.1150,12.8080,16.7962,-6.8887,-0.2457,0.0000
2437.4000,41.1274,13.1389,17.1785,-7.2827,-0.2459,0.0000
2437.5000,41.1400,13.1054,17.1397,-7.2428,-0.2461,0.0000
2437.6000,41.1520,13.0097,17.0292,-7.1289,-0.2463,0.0000
2437.7000,41.1637,12.9020,16.9048,-7.0006,-0.2465,0.0000
2437.8000,41.1747,12.8700,16.8678,-6.9625,-0.2467,0.0000
2437.9000,41.1860,13.0448,17.0698,-7.1707,-0.2469,0.0000
2438.0000,41.1986,13.4893,17.5832,-7.7000,-0.2471,0.0000
2438.1000,41.2139,14.1346,18.3287,-8.4686,-0.2474,0.0000
2438.2000,41.2323,14.8450,19.1494,-9.3147,-0.2476,0.0000
2438.3000,41.2541,15.7116,20.1505,-10.3467,-0.2479,0.0000
2438.4000,41.2803,16.4327,20.9835,-11.2055,-0.2482,0.0000
2438.5000,41.3085,16.7131,21.3075,-11.5394,-0.2485,0.0000
2438.6000,41.3372,16.8217,21.4330,-11.6688,-0.2488,0.0000
2438.7000,41.3662,16.9447,21.5751,-11.8153,-0.2491,0.0000
2438.8000,41.3958,16.7689,21.3719,-11.6059,-0.2495,0.0000
2438.9000,41.4231,16.3950,20.9400,-11.1606,-0.2498,0.0000
2439.0000,41.4492,15.9748,20.4546,-10.6602,-0.2501,0.0000
2439.1000,41.4725,15.2967,19.6712,-9.8526,-0.2504,0.0000
2439.2000,41.4922,14.2813,18.4982,-8.6433,-0.2506,0.0000
2439.3000,41.5062,13.1950,17.2432,-7.3495,-0.2508,0.0000
2439.4000,41.5160,12.3252,16.2385,-6.3137,-0.2510,0.0000
2439.5000,41.5221,11.5593,15.3537,-5.4015,-0.2512,0.0000
2439.6000,41.5249,11.0712,14.7898,-4.8202,-0.2513,0.0000
2439.7000,41.5264,10.9999,14.7074,-4.7353,-0.2515,0.0000
2439.8000,41.5286,10.9442,14.6431,-4.6689,-0.2516,0.0000
2439.9000,41.5297,10.7740,14.4464,-4.4662,-0.2517,0.0000
2440.0000,41.5303,10.7326,14.3987,-4.4170,-0.2519,0.0000
2440.1000,41.5309,10.4030,14.0178,-4.0244,-0.2520,0.0000
2440.2000,41.5286,9.7517,13.2654,-3.2487,-0.2521,0.0000
2440.3000,41.5233,9.3973,12.8560,-2.8266,-0.2522,0.0000
2440.4000,41.5177,9.0921,12.5035,-2.4632,-0.2522,0.0000
2440.5000,41.5097,8.5800,11.9119,-1.8533,-0.2523,0.0000
2440.6000,41.4995,8.3682,11.6672,-1.6010,-0.2523,0.0000
2440.7000,41.4896,8.4605,11.7739,-1.7110,-0.2524,0.0000
2440.8000,41.4803,8.5070,11.8276,-1.7664,-0.2524,0.0000
2440.9000,41.4709,8.6394,11.9805,-1.9241,-0.2525,0.0000
2441.0000,41.4627,9.0986,12.5110,-2.4710,-0.2525,0.0000
2441.1000,41.4575,9.6467,13.1442,-3.1237,-0.2526,0.0000
2441.2000,41.4544,10.0593,13.6208,-3.6150,-0.2527,0.0000
2441.3000,41.4530,10.3620,13.9705,-3.9756,-0.2528,0.0000
2441.4000,41.4527,10.5955,14.2402,-4.2536,-0.2529,0.0000
2441.5000,41.4533,10.6465,14.2992,-4.3144,-0.2531,0.0000
2441.6000,41.4535,10.4782,14.1047,-4.1140,-0.2532,0.0000
2441.7000,41.4526,10.1927,13.7749,-3.7739,-0.2533,0.0000
2441.8000,41.4502,9.7281,13.2382,-3.2206,-0.2534,0.0000
2441.9000,41.4451,9.0599,12.4663,-2.4248,-0.2535,0.0000
2442.0000,41.4365,8.4039,11.7084,-1.6435,-0.2535,0.0000
2442.1000,41.4255,7.9476,11.1813,-1.1001,-0.2536,0.0000
2442.2000,41.4129,7.4752,10.6355,-0.5375,-0.2536,0.0000
2442.3000,41.3976,6.9376,10.0145,0.0967,-0.2536,0.0000
2442.4000,41.3801,6.5972,9.6213,0.4781,-0.2536,0.0000
2442.5000,41.3617,6.2550,9.2259,0.8616,-0.2536,0.0000
2442.6000,41.3412,5.7795,8.6766,1.3944,-0.2535,0.0000
2442.7000,41.3185,5.4791,8.3296,1.7311,-0.2535,0.0000
2442.8000,41.2953,5.3823,8.2178,1.8395,-0.2534,0.0000
2442.9000,41.2719,5.2367,8.0496,2.0027,-0.2534,0.0000
2443.0000,41.2473,5.1196,7.9143,2.1339,-0.2533,0.0000
2443.1000,41.2229,5.1041,7.8964,2.1512,-0.2533,0.0000
2443.2000,41.1983,5.3558,8.1872,1.8692,-0.2532,0.0000
2443.3000,41.1763,6.0463,8.9849,1.0954,-0.2532,0.0000
2443.4000,41.1581,6.9746,10.0572,0.0553,-0.2531,0.0000
2443.5000,41.1446,7.9581,11.1934,-1.1126,-0.2532,0.0000
2443.6000,41.1354,8.8728,12.2502,-2.2020,-0.2532,0.0000
2443.7000,41.1304,9.5293,13.0086,-2.9839,-0.2533,0.0000
2443.8000,41.1273,9.5681,13.0534,-3.0301,-0.2534,0.0000
2443.9000,41.1226,9.2039,12.6327,-2.5964,-0.2534,0.0000
2444.0000,41.1162,8.8938,12.2744,-2.2270,-0.2535,0.0000
2444.1000,41.1087,8.6523,11.9954,-1.9394,-0.2536,0.0000
2444.2000,41.1001,8.2701,11.5538,-1.4841,-0.2536,0.0000
2444.3000,41.0891,7.8224,11.0367,-0.9510,-0.2536,0.0000
2444.4000,41.0764,7.2810,10.4113,-0.3063,-0.2537,0.0000
2444.5000,41.0605,6.6865,9.7244,0.3781,-0.2537,0.0000
2444.6000,41.0424,6.2927,9.2695,0.8193,-0.2536,0.0000
2444.7000,41.0229,6.2462,9.2158,0.8714,-0.2536,0.0000
2444.8000,41.0045,6.5831,9.6050,0.4939,-0.2536,0.0000
2444.9000,40.9881,7.1358,10.2435,-0.1333,-0.2536,0.0000
2445.0000,40.9748,7.4469,10.6029,-0.5038,-0.2536,0.0000
2445.1000,40.9614,0.3615,2.4176,7.4657,-0.2535,0.0000
2445.2000,40.8828,-13.9100,-10.0409,19.5505,-0.2531,13.9100
2445.3000,40.7377,-28.2115,-22.4207,31.5588,-0.2524,28.2115
2445.4000,40.5263,-42.2571,-34.5789,43.3523,-0.2514,42.2571
2445.5000,40.2493,-55.8577,-46.3520,54.7722,-0.2500,55.8577
2445.6000,39.9081,-62.2315,-51.8693,60.1240,-0.2484,62.2315
2445.7000,39.5669,-61.7574,-51.4589,59.7259,-0.2468,61.7574
2445.8000,39.2256,-61.2817,-51.0472,59.3265,-0.2451,61.2817
2445.9000,38.8844,-60.8046,-50.6342,58.9259,-0.2435,60.8046
2446.0000,38.5432,-60.3260,-50.2199,58.5241,-0.2418,60.3260
2446.1000,38.2019,-59.8460,-49.8043,58.1210,-0.2402,59.8460
2446.2000,37.8607,-59.3645,-49.3876,57.7167,-0.2386,59.3645
2446.3000,37.5195,-58.8816,-48.9695,57.3112,-0.2370,58.8816
2446.4000,37.1782,-58.3972,-48.5503,56.9045,-0.2354,58.3972
2446.5000,36.8370,-57.9115,-48.1298,56.4967,-0.2339,57.9115
2446.6000,36.4958,-57.4244,-47.7082,56.0877,-0.2323,57.4244
2446.7000,36.1545,-56.9359,-47.2853,55.6775,-0.2307,56.9359
2446.8000,35.8133,-56.4460,-46.8613,55.2662,-0.2292,56.4460
2446.9000,35.4721,-55.9548,-46.4360,54.8537,-0.2277,55.9548
2447.0000,35.1309,-55.4622,-46.0097,54.4402,-0.2261,55.4622
2447.1000,34.7896,-54.9684,-45.5822,54.0255,-0.2246,54.9684
2447.2000,34.4484,-54.4732,-45.1535,53.6097,-0.2231,54.4732
2447.3000,34.1072,-53.9767,-44.7237,53.1928,-0.2217,53.9767
2447.4000,33.7659,-53.4789,-44.2928,52.7748,-0.2202,53.4789
2447.5000,33.4247,-52.9799,-43.8608,52.3558,-0.2187,52.9799
2447.6000,33.0835,-52.4795,-43.4278,51.9357,-0.2173,52.4795
2447.7000,32.7422,-51.9780,-42.9936,51.5145,-0.2158,51.9780
2447.8000,32.4010,-51.4752,-42.5584,51.0924,-0.2144,51.4752
2447.9000,32.0598,-50.9712,-42.1221,50.6692,-0.2130,50.9712
2448.0000,31.7185,-50.4659,-41.6847,50.2449,-0.2116,50.4659
2448.1000,31.3773,-49.9595,-41.2463,49.8197,-0.2102,49.9595
2448.2000,31.0361,-49.4519,-40.8069,49.3935,-0.2088,49.4519
2448.3000,30.6949,-48.9431,-40.3665,48.9663,-0.2075,48.9431
2448.4000,30.3536,-48.4332,-39.9251,48.5381,-0.2061,48.4332
2448.5000,30.0124,-47.9221,-39.4827,48.1090,-0.2048,47.9221
2448.6000,29.6712,-47.4099,-39.0393,47.6789,-0.2034,47.4099
2448.7000,29.3299,-46.8965,-38.5949,47.2479,-0.2021,46.8965
2448.8000,28.9887,-46.3821,-38.1496,46.8159,-0.2008,46.3821
2448.9000,28.6475,-45.8665,-37.7034,46.3830,-0.1995,45.8665
2449.0000,28.3062,-45.3499,-37.2561,45.9492,-0.1982,45.3499
2449.1000,27.9650,-44.8322,-36.8080,45.5146,-0.1970,44.8322
2449.2000,27.6238,-44.3135,-36.3590,45.0790,-0.1957,44.3135
2449.3000,27.2825,-43.7937,-35.9090,44.6425,-0.1945,43.7937
2449.4000,26.9413,-43.2729,-35.4582,44.2052,-0.1932,43.2729
2449.5000,26.6001,-42.7510,-35.0065,43.7671,-0.1920,42.7510
2449.6000,26.2589,-42.2282,-34.5539,43.3281,-0.1908,42.2282
2449.7000,25.9176,-41.7044,-34.1005,42.8882,-0.1896,41.7044
2449.8000,25.5764,-41.1796,-33.6462,42.4476,-0.1884,41.1796
2449.9000,25.2352,-40.6538,-33.1911,42.0061,-0.1872,40.6538
2450.0000,24.8939,-40.1271,-32.7351,41.5638,-0.1861,40.1271
2450.1000,24.5527,-39.5994,-32.2784,41.1208,-0.1849,39.5994
2450.2000,24.2115,-39.0708,-31.8208,40.6769,-0.1838,39.0708
2450.3000,23.8702,-38.5413,-31.3625,40.2323,-0.1827,38.5413
2450.4000,23.5290,-38.0109,-30.9033,39.7870,-0.1816,38.0109
2450.5000,23.1878,-37.4796,-30.4434,39.3409,-0.1805,37.4796
2450.6000,22.8465,-36.9475,-29.9828,38.8940,-0.1794,36.9475
2450.7000,22.5053,-36.4144,-29.5214,38.4465,-0.1783,36.4144
2450.8000,22.1641,-35.8806,-29.0592,37.9982,-0.1772,35.8806
2450.9000,21.8229,-35.3459,-28.5964,37.5492,-0.1762,35.3459
2451.0000,21.4816,-34.8103,-28.1328,37.0996,-0.1752,34.8103
2451.1000,21.1404,-34.2740,-27.6685,36.6492,-0.1741,34.2740
2451.2000,20.7992,-33.7368,-27.2035,36.1982,-0.1731,33.7368
2451.3000,20.4579,-33.1989,-26.7379,35.7465,-0.1721,33.1989
2451.4000,20.1167,-32.6602,-26.2716,35.2942,-0.1711,32.6602
2451.5000,19.7755,-32.1207,-25.8046,34.8412,-0.1702,32.1207
2451.6000,19.4342,-31.5805,-25.3370,34.3876,-0.1692,31.5805
2451.7000,19.0930,-31.0396,-24.8687,33.9334,-0.1683,31.0396
2451.8000,18.7518,-30.4979,-24.3999,33.4786,-0.1673,30.4979
2451.9000,18.4105,-29.9556,-23.9304,33.0232,-0.1664,29.9556
2452.0000,18.0693,-29.4125,-23.4603,32.5672,-0.1655,29.4125
2452.1000,17.7281,-28.8687,-22.9896,32.1107,-0.1646,28.8687
2452.2000,17.3869,-28.3243,-22.5183,31.6536,-0.1637,28.3243
2452.3000,17.0456,-27.7793,-22.0465,31.1959,-0.1628,27.7793
2452.4000,16.7044,-27.2336,-21.5741,30.7377,-0.1620,27.2336
2452.5000,16.3632,-26.6872,-21.1012,30.2789,-0.1611,26.6872
2452.6000,16.0219,-26.1402,-20.6277,29.8197,-0.1603,26.1402
2452.7000,15.6807,-25.5927,-20.1537,29.3599,-0.1595,25.5927
2452.8000,15.3395,-25.0445,-19.6792,28.8996,-0.1587,25.0445
2452.9000,14.9982,-24.4958,-19.2042,28.4389,-0.1579,24.4958
2453.0000,14.6570,-23.9465,-18.7287,27.9777,-0.1571,23.9465
2453.1000,14.3158,-23.3966,-18.2528,27.5160,-0.1563,23.3966
2453.2000,13.9745,-22.8462,-17.7763,27.0538,-0.1555,22.8462
2453.3000,13.6333,-22.2953,-17.2994,26.5912,-0.1548,22.2953
2453.4000,13.2921,-21.7439,-16.8221,26.1282,-0.1541,21.7439
2453.5000,12.9509,-21.1919,-16.3443,25.6648,-0.1533,21.1919
2453.6000,12.6096,-20.6395,-15.8661,25.2009,-0.1526,20.6395
2453.7000,12.2684,-20.0866,-15.3875,24.7367,-0.1519,20.0866
2453.8000,11.9272,-19.5332,-14.9085,24.2720,-0.1513,19.5332
2453.9000,11.5859,-18.9794,-14.4291,23.8070,-0.1506,18.9794
2454.0000,11.2447,-18.4252,-13.9493,23.3416,-0.1499,18.4252
2454.1000,10.9035,-17.8705,-13.4692,22.8759,-0.1493,17.8705
2454.2000,10.5622,-17.3154,-12.9887,22.4098,-0.1487,17.3154
2454.3000,10.2210,-16.7599,-12.5079,21.9434,-0.1481,16.7599
2454.4000,9.8798,-16.2040,-12.0267,21.4766,-0.1475,16.2040
2454.5000,9.5385,-15.6478,-11.5452,21.0096,-0.1469,15.6478
2454.6000,9.1973,-15.0912,-11.0634,20.5422,-0.1463,15.0912
2454.7000,8.8561,-14.5342,-10.5812,20.0746,-0.1457,14.5342
2454.8000,8.5149,-13.9769,-10.0988,19.6066,-0.1452,13.9769
2454.9000,8.1736,-13.4193,-9.6162,19.1384,-0.1446,13.4193
2455.0000,7.8324,-12.8614,-8.7600,18.3080,-0.1441,12.4303
2455.1000,7.4912,-12.3032,-7.5662,17.1500,-0.1436,11.0511
2455.2000,7.1499,-11.7447,-6.4381,16.0557,-0.1432,9.7480
2455.3000,6.8087,-11.1859,-5.3758,15.0253,-0.1427,8.5208
2455.4000,6.4675,-10.6269,-4.3794,14.0588,-0.1423,7.3697
2455.5000,6.1262,-10.0677,-3.4489,13.1562,-0.1419,6.2948
2455.6000,5.7850,-9.4506,-2.5567,12.2907,-0.1416,5.2640
2455.7000,5.4475,-8.7331,-1.7005,11.4603,-0.1413,4.2749
2455.8000,5.1179,-8.4011,-1.0804,10.8587,-0.1410,3.5585
2455.9000,4.7660,-8.2707,-0.5287,10.3236,-0.1407,2.9212
2456.0000,4.4010,-7.8479,0.0965,9.7172,-0.1404,2.1990
2456.1000,4.0311,-7.2546,0.7050,9.1269,-0.1401,1.4961
